registrationid,registrationdate,eventid
11750,2026-01-10,353
11751,2026-11-29,161
11752,2026-03-24,288
11753,2026-06-05,437
11754,2026-04-06,440
11755,2026-09-05,194
11756,2026-05-25,109
11757,2026-07-06,183
11758,2026-07-07,221
11759,2026-10-06,227
11760,2026-11-06,167
11761,2026-01-23,188
11762,2026-07-20,271
11763,2026-10-04,20
11764,2026-02-09,299
11765,2026-12-07,91
11766,2026-09-19,470
11767,2026-11-20,159
11768,2026-04-03,300
11769,2026-07-29,232
11770,2026-03-10,300
11771,2026-04-26,7
11772,2026-03-24,320
11773,2026-06-19,18
11774,2026-08-26,272
11775,2026-09-28,211
11776,2026-12-05,238
11777,2026-10-02,303
11778,2026-09-02,494
11779,2026-01-22,288
11780,2026-07-11,110
11781,2026-12-13,316
11782,2026-03-04,57
11783,2026-04-27,19
11784,2026-09-16,376
11785,2026-03-26,473
11786,2026-03-06,115
11787,2026-06-21,56
11788,2026-10-16,472
11789,2026-01-06,314
11790,2026-07-12,216
11791,2026-05-25,402
11792,2026-12-20,21
11793,2026-01-26,28
11794,2026-09-30,240
11795,2026-09-27,455
11796,2026-01-14,198
11797,2026-05-24,425
11798,2026-09-24,408
11799,2026-12-19,86
11800,2026-11-23,346
11801,2026-03-04,57
11802,2026-01-17,445
11803,2026-02-04,23
11804,2026-11-21,452
11805,2026-02-23,278
11806,2026-09-15,434
11807,2026-07-04,324
11808,2026-03-10,13
11809,2026-02-26,381
11810,2026-06-21,374
11811,2026-03-22,236
11812,2026-08-21,366
11813,2026-03-18,475
11814,2026-02-16,340
11815,2026-09-08,306
11816,2026-03-04,20
11817,2026-03-21,377
11818,2026-11-08,264
11819,2026-06-28,124
11820,2026-04-09,385
11821,2026-02-23,68
11822,2026-06-22,194
11823,2026-03-01,181
11824,2026-07-06,389
11825,2026-01-22,371
11826,2026-07-05,33
11827,2026-06-05,236
11828,2026-02-11,174
11829,2026-04-03,313
11830,2026-01-18,158
11831,2026-10-28,22
11832,2026-07-06,100
11833,2026-11-19,6
11834,2026-01-06,143
11835,2026-12-27,384
11836,2026-03-27,32
11837,2026-02-07,165
11838,2026-11-13,247
11839,2026-06-02,404
11840,2026-01-25,366
11841,2026-03-04,83
11842,2026-09-01,497
11843,2026-06-03,441
11844,2026-04-07,258
11845,2026-11-10,43
11846,2026-09-04,176
11847,2026-09-04,378
11848,2026-01-08,383
11849,2026-01-08,192
11850,2026-01-30,154
11851,2026-12-12,280
11852,2026-08-30,150
11853,2026-05-10,322
11854,2026-09-19,43
11855,2026-07-27,160
11856,2026-07-26,414
11857,2026-12-14,192
11858,2026-07-27,285
11859,2026-05-26,245
11860,2026-09-15,473
11861,2026-05-21,135
11862,2026-12-24,273
11863,2026-10-25,216
11864,2026-03-16,490
11865,2026-08-25,336
11866,2026-06-15,200
11867,2026-07-31,452
11868,2026-04-02,110
11869,2026-04-03,270
11870,2026-03-12,495
11871,2026-03-18,51
11872,2026-06-17,384
11873,2026-08-02,328
11874,2026-03-08,385
11875,2026-08-30,478
11876,2026-11-02,329
11877,2026-10-21,455
11878,2026-07-22,369
11879,2026-04-15,285
11880,2026-05-04,468
11881,2026-07-08,21
11882,2026-01-30,296
11883,2026-08-14,223
11884,2026-04-26,201
11885,2026-02-19,151
11886,2026-03-02,177
11887,2026-06-04,423
11888,2026-06-18,367
11889,2026-02-01,26
11890,2026-06-09,108
11891,2026-08-02,229
11892,2026-02-04,458
11893,2026-03-20,130
11894,2026-04-29,85
11895,2026-07-19,13
11896,2026-11-14,120
11897,2026-09-06,78
11898,2026-04-22,227
11899,2026-07-17,75
11900,2026-04-18,345
11901,2026-02-19,441
11902,2026-09-15,371
11903,2026-11-18,152
11904,2026-03-28,393
11905,2026-06-14,120
11906,2026-07-23,413
11907,2026-09-04,377
11908,2026-05-25,480
11909,2026-01-20,205
11910,2026-08-29,129
11911,2026-10-10,108
11912,2026-04-04,237
11913,2026-03-30,178
11914,2026-03-31,426
11915,2026-09-26,286
11916,2026-05-31,382
11917,2026-09-12,449
11918,2026-12-24,250
11919,2026-12-09,259
11920,2026-10-16,149
11921,2026-10-08,207
11922,2026-01-19,180
11923,2026-09-11,388
11924,2026-08-27,448
11925,2026-10-11,380
11926,2026-01-16,158
11927,2026-01-11,118
11928,2026-07-12,148
11929,2026-12-01,148
11930,2026-09-12,11
11931,2026-03-11,182
11932,2026-01-25,418
11933,2026-02-05,67
11934,2026-10-01,9
11935,2026-01-01,439
11936,2026-12-12,266
11937,2026-08-16,19
11938,2026-08-17,362
11939,2026-10-06,123
11940,2026-08-01,263
11941,2026-01-27,97
11942,2026-01-19,460
11943,2026-03-18,362
11944,2026-08-05,276
11945,2026-07-10,125
11946,2026-08-21,47
11947,2026-07-25,100
11948,2026-06-11,361
11949,2026-01-22,51
11950,2026-08-08,390
11951,2026-11-15,455
11952,2026-08-22,176
11953,2026-09-03,392
11954,2026-03-27,331
11955,2026-02-27,457
11956,2026-06-12,137
11957,2026-09-24,52
11958,2026-01-18,211
11959,2026-11-16,479
11960,2026-08-13,58
11961,2026-10-03,231
11962,2026-11-24,378
11963,2026-12-09,102
11964,2026-03-23,196
11965,2026-10-15,495
11966,2026-01-03,336
11967,2026-12-12,425
11968,2026-10-18,451
11969,2026-07-21,236
11970,2026-11-04,4
11971,2026-02-10,256
11972,2026-06-20,380
11973,2026-05-05,163
11974,2026-12-08,23
11975,2026-01-23,57
11976,2026-01-09,368
11977,2026-05-30,385
11978,2026-08-07,490
11979,2026-04-09,40
11980,2026-06-19,401
11981,2026-08-15,434
11982,2026-01-12,10
11983,2026-01-10,300
11984,2026-10-06,283
11985,2026-11-04,164
11986,2026-01-02,20
11987,2026-07-18,67
11988,2026-02-24,162
11989,2026-12-06,176
11990,2026-01-01,169
11991,2026-10-23,330
11992,2026-12-05,149
11993,2026-05-17,273
11994,2026-11-15,22
11995,2026-04-28,122
11996,2026-09-24,209
11997,2026-04-15,425
11998,2026-07-06,433
11999,2026-04-14,218
12000,2026-04-07,42
12001,2026-10-06,228
12002,2026-09-18,422
12003,2026-02-26,96
12004,2026-05-18,277
12005,2026-05-03,194
12006,2026-01-13,85
12007,2026-09-13,285
12008,2026-05-15,409
12009,2026-03-24,458
12010,2026-06-08,90
12011,2026-03-31,449
12012,2026-05-19,401
12013,2026-07-03,104
12014,2026-08-21,445
12015,2026-02-05,346
12016,2026-04-10,4
12017,2026-05-22,361
12018,2026-06-26,5
12019,2026-10-20,402
12020,2026-10-22,435
12021,2026-09-07,337
12022,2026-04-29,43
12023,2026-05-04,152
12024,2026-11-01,151
12025,2026-05-12,122
12026,2026-03-09,421
12027,2026-11-15,264
12028,2026-10-26,486
12029,2026-09-03,413
12030,2026-02-16,68
12031,2026-08-26,440
12032,2026-06-22,112
12033,2026-07-12,400
12034,2026-05-06,130
12035,2026-07-29,365
12036,2026-08-13,69
12037,2026-11-29,66
12038,2026-02-28,469
12039,2026-07-20,473
12040,2026-06-25,291
12041,2026-02-11,125
12042,2026-09-24,191
12043,2026-02-20,37
12044,2026-11-07,210
12045,2026-08-02,373
12046,2026-03-04,341
12047,2026-06-11,454
12048,2026-09-30,460
12049,2026-10-24,12
12050,2026-01-07,13
12051,2026-11-25,202
12052,2026-08-19,41
12053,2026-11-08,81
12054,2026-07-19,152
12055,2026-08-03,403
12056,2026-02-23,223
12057,2026-05-14,49
12058,2026-02-13,163
12059,2026-08-01,414
12060,2026-08-08,310
12061,2026-09-22,343
12062,2026-11-10,6
12063,2026-07-14,46
12064,2026-04-12,461
12065,2026-05-08,164
12066,2026-04-04,241
12067,2026-02-13,273
12068,2026-05-18,387
12069,2026-09-21,298
12070,2026-05-19,36
12071,2026-10-02,219
12072,2026-12-05,187
12073,2026-05-21,139
12074,2026-07-27,128
12075,2026-05-20,407
12076,2026-05-02,365
12077,2026-10-31,71
12078,2026-02-20,492
12079,2026-03-08,9
12080,2026-03-01,175
12081,2026-07-01,56
12082,2026-07-19,243
12083,2026-07-23,285
12084,2026-08-12,46
12085,2026-09-04,422
12086,2026-08-13,194
12087,2026-04-10,267
12088,2026-01-06,310
12089,2026-11-13,371
12090,2026-02-20,65
12091,2026-06-12,57
12092,2026-11-13,169
12093,2026-12-09,237
12094,2026-04-19,39
12095,2026-03-01,274
12096,2026-06-30,59
12097,2026-06-15,443
12098,2026-09-05,183
12099,2026-09-30,271
12100,2026-10-18,493
12101,2026-12-27,479
12102,2026-08-23,342
12103,2026-10-02,194
12104,2026-10-12,318
12105,2026-03-28,355
12106,2026-06-08,153
12107,2026-10-24,169
12108,2026-04-29,196
12109,2026-01-09,21
12110,2026-04-12,62
12111,2026-05-09,115
12112,2026-08-31,68
12113,2026-10-05,3
12114,2026-04-19,377
12115,2026-09-04,155
12116,2026-01-30,57
12117,2026-11-05,77
12118,2026-02-25,360
12119,2026-05-26,381
12120,2026-05-31,308
12121,2026-01-24,176
12122,2026-01-02,10
12123,2026-10-14,214
12124,2026-07-10,115
12125,2026-12-11,122
12126,2026-07-08,321
12127,2026-04-12,239
12128,2026-06-21,8
12129,2026-01-06,166
12130,2026-12-11,347
12131,2026-12-02,468
12132,2026-02-19,399
12133,2026-02-16,40
12134,2026-10-04,380
12135,2026-12-07,458
12136,2026-09-20,444
12137,2026-11-03,485
12138,2026-08-23,194
12139,2026-11-07,446
12140,2026-05-17,353
12141,2026-06-02,204
12142,2026-12-13,53
12143,2026-12-27,432
12144,2026-08-13,164
12145,2026-11-07,268
12146,2026-08-01,2
12147,2026-08-22,134
12148,2026-11-24,341
12149,2026-04-15,425
12150,2026-10-13,264
12151,2026-12-31,393
12152,2026-06-02,480
12153,2026-09-29,28
12154,2026-10-30,18
12155,2026-09-14,281
12156,2026-01-30,143
12157,2026-02-22,7
12158,2026-04-15,178
12159,2026-03-06,450
12160,2026-12-14,123
12161,2026-05-27,194
12162,2026-06-25,209
12163,2026-11-03,439
12164,2026-07-15,364
12165,2026-08-11,19
12166,2026-11-26,424
12167,2026-12-11,89
12168,2026-05-25,247
12169,2026-10-03,259
12170,2026-10-05,33
12171,2026-02-22,346
12172,2026-06-22,12
12173,2026-12-11,261
12174,2026-11-07,118
12175,2026-02-26,142
12176,2026-06-11,441
12177,2026-01-13,221
12178,2026-11-12,423
12179,2026-11-13,180
12180,2026-07-21,51
12181,2026-05-24,37
12182,2026-08-26,14
12183,2026-09-23,484
12184,2026-06-19,44
12185,2026-12-28,270
12186,2026-07-17,355
12187,2026-02-20,364
12188,2026-03-27,279
12189,2026-05-14,326
12190,2026-06-15,439
12191,2026-02-21,452
12192,2026-06-15,189
12193,2026-09-27,288
12194,2026-01-21,154
12195,2026-02-17,159
12196,2026-10-19,499
12197,2026-12-25,195
12198,2026-08-26,421
12199,2026-08-12,129
12200,2026-07-29,55
12201,2026-04-30,389
12202,2026-08-11,128
12203,2026-05-06,230
12204,2026-02-22,17
12205,2026-10-13,167
12206,2026-11-07,260
12207,2026-06-26,208
12208,2026-09-03,426
12209,2026-07-30,414
12210,2026-02-11,46
12211,2026-10-10,273
12212,2026-09-26,204
12213,2026-09-12,94
12214,2026-05-13,358
12215,2026-12-21,260
12216,2026-01-12,19
12217,2026-01-29,275
12218,2026-10-16,166
12219,2026-09-28,246
12220,2026-08-22,307
12221,2026-07-11,379
12222,2026-09-29,265
12223,2026-04-13,412
12224,2026-07-25,30
12225,2026-06-10,96
12226,2026-05-27,212
12227,2026-06-13,218
12228,2026-12-09,142
12229,2026-04-19,252
12230,2026-08-13,72
12231,2026-09-12,488
12232,2026-03-09,328
12233,2026-07-08,444
12234,2026-08-31,338
12235,2026-10-10,93
12236,2026-05-07,380
12237,2026-09-05,499
12238,2026-10-18,29
12239,2026-09-11,448
12240,2026-06-27,276
12241,2026-09-17,459
12242,2026-10-10,337
12243,2026-10-30,271
12244,2026-06-16,412
12245,2026-11-17,247
12246,2026-11-26,233
12247,2026-09-23,373
12248,2026-07-05,481
12249,2026-10-06,425
12250,2026-04-25,91
12251,2026-03-08,146
12252,2026-11-05,452
12253,2026-11-07,382
12254,2026-02-23,124
12255,2026-11-02,38
12256,2026-03-31,460
12257,2026-09-27,311
12258,2026-01-31,227
12259,2026-04-30,463
12260,2026-07-01,455
12261,2026-08-11,48
12262,2026-05-31,321
12263,2026-12-23,397
12264,2026-03-19,334
12265,2026-12-23,462
12266,2026-04-23,164
12267,2026-04-10,251
12268,2026-07-02,234
12269,2026-09-16,26
12270,2026-04-24,342
12271,2026-05-03,321
12272,2026-11-07,203
12273,2026-05-24,108
12274,2026-05-11,40
12275,2026-05-08,335
12276,2026-01-14,151
12277,2026-03-05,229
12278,2026-06-25,138
12279,2026-07-02,5
12280,2026-05-03,241
12281,2026-06-21,412
12282,2026-02-26,149
12283,2026-01-06,151
12284,2026-05-28,237
12285,2026-03-05,165
12286,2026-04-25,435
12287,2026-06-24,74
12288,2026-11-27,71
12289,2026-11-15,264
12290,2026-01-15,236
12291,2026-03-24,494
12292,2026-06-13,34
12293,2026-09-29,457
12294,2026-07-19,217
12295,2026-04-28,107
12296,2026-06-02,68
12297,2026-02-11,318
12298,2026-05-04,424
12299,2026-09-10,80
12300,2026-06-14,272
12301,2026-08-10,362
12302,2026-07-13,204
12303,2026-06-02,107
12304,2026-02-27,262
12305,2026-03-10,141
12306,2026-11-23,188
12307,2026-06-04,101
12308,2026-04-02,18
12309,2026-08-30,126
12310,2026-09-27,2
12311,2026-06-18,356
12312,2026-03-21,100
12313,2026-09-15,1
12314,2026-02-09,124
12315,2026-09-08,445
12316,2026-12-18,413
12317,2026-09-26,76
12318,2026-02-28,194
12319,2026-02-03,186
12320,2026-09-22,177
12321,2026-09-24,145
12322,2026-11-21,401
12323,2026-03-01,249
12324,2026-10-17,489
12325,2026-04-07,295
12326,2026-02-28,482
12327,2026-10-15,352
12328,2026-08-05,307
12329,2026-02-21,294
12330,2026-07-05,150
12331,2026-02-24,119
12332,2026-06-22,489
12333,2026-11-01,317
12334,2026-10-21,494
12335,2026-09-26,184
12336,2026-11-30,347
12337,2026-04-23,125
12338,2026-05-17,462
12339,2026-02-18,125
12340,2026-12-20,471
12341,2026-07-31,30
12342,2026-05-12,57
12343,2026-02-22,382
12344,2026-08-21,132
12345,2026-08-15,196
12346,2026-12-09,75
12347,2026-04-21,268
12348,2026-12-25,225
12349,2026-05-15,229
12350,2026-03-30,327
12351,2026-03-13,486
12352,2026-10-15,130
12353,2026-05-16,79
12354,2026-07-13,41
12355,2026-01-18,313
12356,2026-08-10,81
12357,2026-03-17,388
12358,2026-06-09,452
12359,2026-01-20,217
12360,2026-11-16,156
12361,2026-11-26,395
12362,2026-07-16,496
12363,2026-06-27,323
12364,2026-04-30,303
12365,2026-11-09,28
12366,2026-10-26,261
12367,2026-06-04,457
12368,2026-09-16,118
12369,2026-01-20,107
12370,2026-09-24,5
12371,2026-02-21,445
12372,2026-09-22,28
12373,2026-09-10,156
12374,2026-09-16,271
12375,2026-11-13,340
12376,2026-08-08,166
12377,2026-02-01,256
12378,2026-12-05,278
12379,2026-05-11,471
12380,2026-07-29,111
12381,2026-02-01,482
12382,2026-11-14,376
12383,2026-06-08,379
12384,2026-05-01,493
12385,2026-02-20,450
12386,2026-12-27,187
12387,2026-12-13,356
12388,2026-11-04,51
12389,2026-05-12,146
12390,2026-12-15,401
12391,2026-03-13,13
12392,2026-06-14,219
12393,2026-02-12,465
12394,2026-11-28,196
12395,2026-10-07,341
12396,2026-08-16,406
12397,2026-03-30,131
12398,2026-08-26,95
12399,2026-06-26,131
12400,2026-12-15,338
12401,2026-04-25,71
12402,2026-09-06,144
12403,2026-02-17,163
12404,2026-10-01,249
12405,2026-02-05,276
12406,2026-11-17,304
12407,2026-07-13,137
12408,2026-02-10,349
12409,2026-08-14,333
12410,2026-02-13,403
12411,2026-11-25,26
12412,2026-11-27,120
12413,2026-11-27,165
12414,2026-07-05,422
12415,2026-04-01,121
12416,2026-09-18,281
12417,2026-02-22,353
12418,2026-04-29,45
12419,2026-06-03,267
12420,2026-03-23,317
12421,2026-06-07,168
12422,2026-08-08,198
12423,2026-04-28,310
12424,2026-01-08,391
12425,2026-07-12,187
12426,2026-09-07,400
12427,2026-07-05,308
12428,2026-12-03,438
12429,2026-11-30,243
12430,2026-02-02,153
12431,2026-08-11,36
12432,2026-11-21,499
12433,2026-07-28,293
12434,2026-12-27,88
12435,2026-01-11,431
12436,2026-10-28,456
12437,2026-08-14,266
12438,2026-08-02,205
12439,2026-06-17,41
12440,2026-08-26,49
12441,2026-05-30,478
12442,2026-07-15,66
12443,2026-07-28,78
12444,2026-06-26,122
12445,2026-06-20,420
12446,2026-11-08,166
12447,2026-05-23,101
12448,2026-06-26,17
12449,2026-01-04,283
12450,2026-11-03,109
12451,2026-08-26,351
12452,2026-11-15,353
12453,2026-05-13,461
12454,2026-04-29,309
12455,2026-07-05,274
12456,2026-03-18,416
12457,2026-01-05,221
12458,2026-11-17,481
12459,2026-08-31,48
12460,2026-02-27,163
12461,2026-01-12,412
12462,2026-07-29,349
12463,2026-11-16,5
12464,2026-08-24,164
12465,2026-09-16,426
12466,2026-08-20,71
12467,2026-07-11,111
12468,2026-02-06,176
12469,2026-09-08,13
12470,2026-11-13,420
12471,2026-09-04,282
12472,2026-03-06,407
12473,2026-11-06,22
12474,2026-06-04,124
12475,2026-01-06,308
12476,2026-12-02,237
12477,2026-06-03,169
12478,2026-01-06,483
12479,2026-04-09,355
12480,2026-10-16,109
12481,2026-11-14,343
12482,2026-04-05,8
12483,2026-11-18,450
12484,2026-04-17,259
12485,2026-02-24,81
12486,2026-12-21,43
12487,2026-01-20,379
12488,2026-11-07,463
12489,2026-07-22,65
12490,2026-10-31,447
12491,2026-10-03,130
12492,2026-01-31,101
12493,2026-09-04,275
12494,2026-02-23,211
12495,2026-03-03,65
12496,2026-04-05,271
12497,2026-12-26,118
12498,2026-12-09,95
12499,2026-10-23,350
12500,2026-02-12,192
12501,2026-08-08,29
12502,2026-09-16,120
12503,2026-10-19,61
12504,2026-06-13,311
12505,2026-08-13,457
12506,2026-06-18,105
12507,2026-06-15,477
12508,2026-03-09,202
12509,2026-08-26,386
12510,2026-03-31,428
12511,2026-11-24,246
12512,2026-01-24,71
12513,2026-10-29,355
12514,2026-07-04,97
12515,2026-01-17,475
12516,2026-11-04,282
12517,2026-09-04,372
12518,2026-09-15,497
12519,2026-08-28,420
12520,2026-05-13,82
12521,2026-03-30,401
12522,2026-10-03,231
12523,2026-04-19,452
12524,2026-12-09,12
12525,2026-10-30,31
12526,2026-01-28,112
12527,2026-09-14,392
12528,2026-12-24,360
12529,2026-11-13,21
12530,2026-06-13,36
12531,2026-09-16,130
12532,2026-08-30,226
12533,2026-06-12,95
12534,2026-03-09,465
12535,2026-11-26,138
12536,2026-05-25,463
12537,2026-02-19,476
12538,2026-04-19,159
12539,2026-02-09,193
12540,2026-08-07,396
12541,2026-06-05,104
12542,2026-08-25,143
12543,2026-04-25,367
12544,2026-02-11,181
12545,2026-09-10,329
12546,2026-06-14,285
12547,2026-10-06,481
12548,2026-08-19,97
12549,2026-09-30,103
12550,2026-05-10,406
12551,2026-10-22,396
12552,2026-12-12,441
12553,2026-08-14,347
12554,2026-06-24,488
12555,2026-11-09,50
12556,2026-08-25,105
12557,2026-03-09,364
12558,2026-10-23,454
12559,2026-12-04,238
12560,2026-03-14,102
12561,2026-02-23,154
12562,2026-06-29,406
12563,2026-04-30,277
12564,2026-06-03,92
12565,2026-06-08,183
12566,2026-03-17,101
12567,2026-03-25,11
12568,2026-02-24,325
12569,2026-05-18,431
12570,2026-06-17,22
12571,2026-11-21,207
12572,2026-04-19,464
12573,2026-10-11,113
12574,2026-06-19,293
12575,2026-06-22,353
12576,2026-12-22,197
12577,2026-05-16,81
12578,2026-06-27,83
12579,2026-01-13,406
12580,2026-12-09,200
12581,2026-10-24,399
12582,2026-09-08,301
12583,2026-10-23,226
12584,2026-11-19,105
12585,2026-10-05,399
12586,2026-10-10,240
12587,2026-04-20,327
12588,2026-10-16,466
12589,2026-01-19,427
12590,2026-11-21,449
12591,2026-08-19,283
12592,2026-10-17,442
12593,2026-04-22,329
12594,2026-06-12,458
12595,2026-02-27,153
12596,2026-09-25,392
12597,2026-12-05,89
12598,2026-11-01,142
12599,2026-01-16,362
12600,2026-08-02,471
12601,2026-01-18,178
12602,2026-03-05,175
12603,2026-05-11,147
12604,2026-11-11,86
12605,2026-09-28,148
12606,2026-07-24,106
12607,2026-05-14,350
12608,2026-07-31,436
12609,2026-10-27,496
12610,2026-03-25,220
12611,2026-05-07,145
12612,2026-10-10,373
12613,2026-01-08,190
12614,2026-02-02,153
12615,2026-10-17,93
12616,2026-01-07,468
12617,2026-11-13,92
12618,2026-05-08,327
12619,2026-10-15,63
12620,2026-07-28,267
12621,2026-11-10,339
12622,2026-06-27,188
12623,2026-07-04,353
12624,2026-05-12,53
12625,2026-12-09,197
12626,2026-05-03,113
12627,2026-03-13,19
12628,2026-01-02,17
12629,2026-05-15,258
12630,2026-05-07,239
12631,2026-04-27,204
12632,2026-11-15,143
12633,2026-07-02,322
12634,2026-03-13,56
12635,2026-12-28,408
12636,2026-02-26,163
12637,2026-08-28,409
12638,2026-05-23,335
12639,2026-02-27,335
12640,2026-10-25,317
12641,2026-11-28,77
12642,2026-03-31,242
12643,2026-10-22,69
12644,2026-01-25,87
12645,2026-02-03,446
12646,2026-10-27,85
12647,2026-01-11,102
12648,2026-11-10,445
12649,2026-07-07,398
12650,2026-04-18,438
12651,2026-09-12,358
12652,2026-03-29,224
12653,2026-09-09,268
12654,2026-06-20,481
12655,2026-08-22,316
12656,2026-03-02,466
12657,2026-04-19,344
12658,2026-11-11,450
12659,2026-09-20,426
12660,2026-04-03,447
12661,2026-02-01,348
12662,2026-12-21,358
12663,2026-02-06,186
12664,2026-09-21,153
12665,2026-01-08,236
12666,2026-03-16,158
12667,2026-03-09,251
12668,2026-10-01,381
12669,2026-11-13,150
12670,2026-12-21,488
12671,2026-04-09,164
12672,2026-07-01,434
12673,2026-01-27,211
12674,2026-04-22,100
12675,2026-05-12,494
12676,2026-09-29,190
12677,2026-11-14,238
12678,2026-09-23,499
12679,2026-11-23,176
12680,2026-07-15,407
12681,2026-02-23,239
12682,2026-11-22,259
12683,2026-07-30,184
12684,2026-10-07,289
12685,2026-11-04,380
12686,2026-12-04,141
12687,2026-05-05,293
12688,2026-02-19,26
12689,2026-11-01,369
12690,2026-01-07,14
12691,2026-12-07,100
12692,2026-08-05,465
12693,2026-08-24,497
12694,2026-03-28,252
12695,2026-02-26,42
12696,2026-10-15,123
12697,2026-11-04,127
12698,2026-01-22,428
12699,2026-03-23,389
12700,2026-08-09,478
12701,2026-08-04,259
12702,2026-05-18,425
12703,2026-09-02,356
12704,2026-01-08,48
12705,2026-05-07,240
12706,2026-01-16,100
12707,2026-04-09,16
12708,2026-07-12,479
12709,2026-08-19,54
12710,2026-05-03,493
12711,2026-04-30,354
12712,2026-12-29,187
12713,2026-02-02,359
12714,2026-06-09,314
12715,2026-08-19,455
12716,2026-04-29,478
12717,2026-02-02,229
12718,2026-09-29,363
12719,2026-03-17,387
12720,2026-10-26,48
12721,2026-07-12,236
12722,2026-11-19,260
12723,2026-09-01,253
12724,2026-07-26,1
12725,2026-02-17,248
12726,2026-03-15,187
12727,2026-05-05,417
12728,2026-04-30,170
12729,2026-09-25,156
12730,2026-05-14,337
12731,2026-02-09,163
12732,2026-03-26,307
12733,2026-12-30,471
12734,2026-08-03,280
12735,2026-07-23,51
12736,2026-08-17,117
12737,2026-04-05,466
12738,2026-03-07,101
12739,2026-08-15,455
12740,2026-10-18,483
12741,2026-12-22,79
12742,2026-04-26,436
12743,2026-05-16,461
12744,2026-04-23,141
12745,2026-12-25,252
12746,2026-12-12,307
12747,2026-06-12,352
12748,2026-07-12,73
12749,2026-12-24,155
12750,2026-08-07,486
12751,2026-11-29,278
12752,2026-12-06,225
12753,2026-04-11,482
12754,2026-05-28,170
12755,2026-01-30,234
12756,2026-01-28,337
12757,2026-06-10,328
12758,2026-06-26,21
12759,2026-09-28,244
12760,2026-03-26,27
12761,2026-10-29,423
12762,2026-11-04,463
12763,2026-04-09,368
12764,2026-05-29,486
12765,2026-03-15,45
12766,2026-05-30,315
12767,2026-07-21,363
12768,2026-05-03,263
12769,2026-10-15,377
12770,2026-07-24,80
12771,2026-09-16,28
12772,2026-10-04,204
12773,2026-06-05,108
12774,2026-02-25,189
12775,2026-04-18,355
12776,2026-10-29,492
12777,2026-10-13,14
12778,2026-01-21,216
12779,2026-02-19,44
12780,2026-12-13,358
12781,2026-06-05,347
12782,2026-03-16,338
12783,2026-06-06,66
12784,2026-01-21,409
12785,2026-10-25,107
12786,2026-06-18,302
12787,2026-08-02,134
12788,2026-06-12,217
12789,2026-06-29,122
12790,2026-06-11,273
12791,2026-05-19,71
12792,2026-03-29,498
12793,2026-12-05,482
12794,2026-07-16,343
12795,2026-02-19,410
12796,2026-12-26,232
12797,2026-09-26,190
12798,2026-06-22,309
12799,2026-07-13,105
12800,2026-11-18,452
12801,2026-11-15,175
12802,2026-10-02,389
12803,2026-09-03,249
12804,2026-09-07,412
12805,2026-08-25,355
12806,2026-10-25,51
12807,2026-01-05,77
12808,2026-03-10,469
12809,2026-11-27,388
12810,2026-11-23,117
12811,2026-05-21,100
12812,2026-12-22,453
12813,2026-01-22,135
12814,2026-01-25,199
12815,2026-09-07,405
12816,2026-12-28,199
12817,2026-08-22,19
12818,2026-12-07,277
12819,2026-10-09,190
12820,2026-02-25,353
12821,2026-12-28,111
12822,2026-11-20,256
12823,2026-01-10,293
12824,2026-01-01,397
12825,2026-07-25,1
12826,2026-06-17,301
12827,2026-10-23,334
12828,2026-06-18,97
12829,2026-01-29,337
12830,2026-02-02,471
12831,2026-08-31,99
12832,2026-02-17,487
12833,2026-01-06,467
12834,2026-11-28,480
12835,2026-12-13,462
12836,2026-09-05,453
12837,2026-05-18,480
12838,2026-02-10,27
12839,2026-09-27,267
12840,2026-09-25,193
12841,2026-04-15,467
12842,2026-03-19,113
12843,2026-01-01,21
12844,2026-10-27,84
12845,2026-09-05,298
12846,2026-07-07,370
12847,2026-07-20,90
12848,2026-10-16,302
12849,2026-07-08,487
12850,2026-01-27,233
12851,2026-02-01,126
12852,2026-03-13,303
12853,2026-01-18,211
12854,2026-03-22,481
12855,2026-01-27,415
12856,2026-05-05,415
12857,2026-04-30,139
12858,2026-12-11,328
12859,2026-03-08,485
12860,2026-05-22,429
12861,2026-05-14,107
12862,2026-06-01,95
12863,2026-07-03,314
12864,2026-04-04,317
12865,2026-09-13,108
12866,2026-09-03,172
12867,2026-07-28,472
12868,2026-10-20,82
12869,2026-05-12,301
12870,2026-07-18,134
12871,2026-01-29,256
12872,2026-10-11,252
12873,2026-09-12,107
12874,2026-05-10,485
12875,2026-04-04,74
12876,2026-05-16,181
12877,2026-12-07,57
12878,2026-07-19,204
12879,2026-08-25,360
12880,2026-08-13,59
12881,2026-03-27,295
12882,2026-06-24,306
12883,2026-01-31,325
12884,2026-06-11,491
12885,2026-03-07,307
12886,2026-11-05,316
12887,2026-03-11,195
12888,2026-10-05,246
12889,2026-11-12,433
12890,2026-04-14,492
12891,2026-05-06,347
12892,2026-05-17,238
12893,2026-07-21,79
12894,2026-04-26,496
12895,2026-03-04,359
12896,2026-04-16,175
12897,2026-01-11,40
12898,2026-02-24,304
12899,2026-04-11,156
12900,2026-09-13,349
12901,2026-10-29,83
12902,2026-05-28,451
12903,2026-02-19,104
12904,2026-04-25,335
12905,2026-05-11,156
12906,2026-11-29,49
12907,2026-11-07,230
12908,2026-09-07,284
12909,2026-12-10,147
12910,2026-12-10,207
12911,2026-06-19,40
12912,2026-07-16,37
12913,2026-06-14,202
12914,2026-04-24,151
